budget,id,original_language,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
75000000,1656,en,31.054334,2005-10-24,142400065,129.0,Released,The original caped crusader is back!,The Legend of Zorro,5.9,893
1000000,92635,en,0.653495,2012-03-16,0,85.0,Released,This is no fairy tale,Snow White: A Deadly Summer,4.8,11
5500000,211954,es,9.59729,2013-07-20,99067206,115.0,Released,Life doesn't care if you're ready.,Instructions Not Included,7.5,205
0,45650,en,9.983004,2009-09-09,0,92.0,Released,What Are You So Afraid Of?,The Hole,5.6,244
20000000,13250,en,13.118983,2007-07-27,0,95.0,Released,Lives will be broken,Butterfly on a Wheel,6.3,130
12000000,844,zh,12.664787,2004-05-20,19271312,129.0,Released,Are you still in the mood for love?,2046,6.9,206
115000000,585,en,106.815545,2001-11-01,562816256,92.0,Released,We Scare Because We Care.,"Monsters, Inc.",7.5,5996
25000000,10861,en,10.115011,1996-09-13,51702483,100.0,Released,The Other Side of Safety.,Maximum Risk,5.2,101
0,69848,en,0.910529,1999-08-02,0,121.0,Released,One man's hero is another man's traitor.,One Man's Hero,9.3,2
0,31908,en,8.102925,1996-12-20,0,130.0,Released,From the director of A FEW GOOD MEN comes a compelling TRUE STORY.,Ghosts of Mississippi,6.2,40
52000000,11817,en,15.20707,2003-03-28,0,104.0,Released,A power beyond measure requires a protector without equal.,Bulletproof Monk,5.1,278
70000000,2162,en,3.276912,1999-09-01,11263966,101.0,Released,"This Fall, Action is served on the rocks, with a twist.",Chill Factor,5.3,29
4000000,16564,nl,5.013575,2008-11-17,530048,103.0,Released,"In 1945 Holland, a boy must choose between good and evil.",Winter in Wartime,6.8,66
7000000,241771,en,8.079046,2014-09-10,14618727,116.0,Released,"Open your heart, find your voice.",Beyond the Lights,7.0,139
3440000,241766,en,1.913302,2014-01-06,0,90.0,Released,"In this city, crime is a family business.",Lords of London,3.6,6
27000000,42807,en,3.123583,1998-03-26,76000000,113.0,Released,Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.,The Newton Boys,5.9,44
0,41248,fr,2.351706,2009-03-18,0,105.0,Released,,The Girl on the Train,5.6,10
245000000,206647,en,107.376788,2015-10-26,880674609,148.0,Released,A Plan No One Escapes,Spectre,6.3,4466
48000000,1389,en,16.000178,1998-06-26,77745568,123.0,Released,Opposites attract.,Out of Sight,6.5,333
8000000,37964,en,3.501158,2002-10-05,27362712,109.0,Released,When did you first fall in love with hip-hop?,Brown Sugar,7.0,31
60000000,38167,en,28.800112,2010-08-12,204594016,133.0,Released,Let Yourself GO,Eat Pray Love,5.8,636
0,10628,en,10.292864,2003-01-17,0,89.0,Released,He stole the money... And he's not giving it back.,Kangaroo Jack,4.3,203
22000000,38363,en,12.54949,2010-05-20,24188922,108.0,Released,Wife. Mother. Spy.,Fair Game,6.5,235
0,12410,en,2.397987,2008-12-11,0,96.0,Released,Anything that makes people happy can't be bad can it?,Good,6.3,29
4500000,17139,nl,0.011697,1997-04-17,0,122.0,Released,,Character,7.7,25
12000000,222935,en,74.358971,2014-05-16,307166834,125.0,Released,One Sick Love Story,The Fault in Our Stars,7.6,3759
28000000,10923,en,11.859396,2003-03-14,58795814,102.0,Released,Save the world. Get the girl. Pass math.,Agent Cody Banks,5.0,284
80000000,20504,en,32.363538,2010-01-14,157107755,118.0,Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,6.6,2164
0,102362,en,29.647844,2013-03-08,18074539,118.0,Released,Blood demands blood,Dead Man Down,5.9,638
0,34592,en,1.563711,2009-01-01,0,92.0,Released,They're just like you ... only dead,ZMD: Zombies of Mass Destruction,4.7,31
135000000,44896,en,29.91353,2011-03-02,245724603,107.0,Released,Heroes come in all different colors.,Rango,6.6,2051
0,335874,en,0.243853,2015-04-03,0,90.0,Released,,Childless,4.5,2
113000000,1895,en,44.108427,2005-05-17,850000000,140.0,Released,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,4116
0,170480,en,0.194848,2010-06-15,0,90.0,Released,,The Deported,0.0,0
102000000,180,en,65.948959,2002-06-20,358372926,145.0,Released,The system is perfect until it comes after you.,Minority Report,7.1,2608
27000000,186,en,36.921445,2006-02-24,56308881,110.0,Released,Wrong Time. Wrong Place. Wrong Number.,Lucky Number Slevin,7.4,1323
5500000,230266,en,5.033065,2014-09-07,5000000,120.0,Released,Love is a foolish game,Miss Julie,5.9,45
66000000,136797,en,54.81489,2014-03-13,203277636,130.0,Released,For honor. For love. For redemption.,Need for Speed,6.1,1520
90000000,291805,en,51.535701,2016-06-02,334901337,129.0,Released,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235
18000000,146227,en,16.520516,2013-08-29,10501938,90.0,Released,Get in. Get out. Getaway.,Getaway,4.9,246
2,459488,en,0.050625,2015-12-12,0,,Released,,"To Be Frank, Sinatra at 100",0.0,0
22000000,13680,en,20.699212,2007-09-28,147880543,110.0,Released,"Half his size, twice the trouble ... and she's moving in.",The Game Plan,6.0,428
2450000,61038,en,0.500753,2011-05-13,0,105.0,Released,,Go for It!,4.6,5
10000000,19905,en,3.352702,2009-08-14,0,90.0,Released,,"The Goods: Live Hard, Sell Hard",5.4,58
0,14353,en,5.897479,2008-07-18,188126,98.0,Released,Not Your Parent's Opera,Repo! The Genetic Opera,6.7,100
0,291081,en,7.247023,2009-02-28,0,102.0,Released,"An epic tale of murder, corruption and obsession.",Red Riding: In the Year of Our Lord 1974,7.0,54
8800000,11588,en,3.789485,2004-01-15,0,90.0,Released,His story began when it all ended,The I Inside,5.9,62
150000000,49444,en,51.247321,2011-05-25,665692281,91.0,Released,Prepare for the Year of Awesomeness!,Kung Fu Panda 2,6.7,1880
25000000,11676,en,8.618208,1997-07-18,0,97.0,Released,"When the odds are against you, sometimes the only bet is yourself.",Nothing to Lose,6.3,174
0,27845,en,3.443916,1996-10-11,0,95.0,Released,,Trees Lounge,6.7,51
6244087,576,en,14.970654,1969-06-17,638641,145.0,Released,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH.",The Wild Bunch,7.6,259
60000,193603,en,0.412342,2012-10-13,0,93.0,Released,Southern Fried Horror,Hayride,5.1,6
0,11687,fr,8.893676,1993-01-27,0,107.0,Released,They Weren't Born Yesterday!,The Visitors,7.1,420
60000000,8413,en,29.787135,1997-08-15,26673242,96.0,Released,Infinite Space - Infinite Terror,Event Horizon,6.5,742
0,362765,en,0.072359,2014-10-19,0,90.0,Released,Be careful what you listen for.,The Sound and the Shadow,0.0,0
60000000,9654,en,62.766854,2003-05-30,176070171,110.0,Released,Get in. Get out. Get even.,The Italian Job,6.6,1919
15000000,5915,en,43.644978,2007-09-11,56255142,148.0,Released,Into the heart. Into the soul.,Into the Wild,7.8,3045
52500000,824,en,57.374341,2001-03-09,179213434,127.0,Released,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,7.4,1300
15000000,74643,en,29.943316,2011-05-15,133432856,100.0,Released,A Breath Of Fresh Vintage Air,The Artist,7.3,1049
110000000,53182,en,71.510596,2014-03-05,337580051,102.0,Released,Seize your glory!,300: Rise of an Empire,6.1,2397
0,18276,en,7.712206,2006-05-05,0,91.0,Released,It's time to stand up for the little guys.,Hoot,5.5,44
31000000,27569,en,6.487344,2010-01-21,15134293,105.0,Released,Don't hope for a miracle. Make one.,Extraordinary Measures,6.0,89
1000000,32456,en,4.86805,1997-09-07,2057193,84.0,Released,Thanks to his two girlfriends Blake is about to learn a new sexual position. Honesty,Two Girls and a Guy,5.4,24
22000000,82650,en,13.410919,2012-08-02,77112176,94.0,Released,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6.0,223
75000000,332,en,17.561955,1999-07-23,0,78.0,Released,The greatest hero ever assembled.,Inspector Gadget,4.3,318
25000000,134374,en,31.893932,2013-04-18,86175291,130.0,Released,Their American dream is bigger than yours.,Pain & Gain,6.1,1573
98000000,1734,en,41.862983,2001-04-28,433013274,130.0,Released,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,6.0,2206
9500000,106845,en,5.346205,2015-10-16,0,87.0,Released,We are the endangered species.,Re-Kill,4.9,34
0,85860,en,0.838957,2011-03-13,0,82.0,Released,An Ancient Game Becomes A Deadly Sport.,The FP,4.5,11
0,42586,en,0.816883,1970-01-01,0,107.0,Released,She gave away secrets to one side and her heart to the other.,Darling Lili,4.9,8
0,10413,en,11.689337,1993-01-15,0,94.0,Released,"When the law can't protect the innocent,  the only hero left is an outlaw.",Nowhere to Run,5.5,119
68000000,228150,en,139.575085,2014-10-15,211817906,135.0,Released,War never ends quietly.,Fury,7.4,3946
140000000,147441,en,101.599427,2014-12-03,268031828,150.0,Released,"Once brothers, now enemies.",Exodus: Gods and Kings,5.6,1921
0,14608,en,2.131524,2007-02-02,0,116.0,Released,,Partition,6.4,6
60000000,1265,en,40.646102,2007-02-16,137587063,96.0,Released,"Close your eyes, but keep your mind wide open.",Bridge to Terabithia,7.0,1113
19000000,2757,en,26.441669,2002-12-06,32801173,114.0,Released,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,7.3,638
3200000,11697,en,11.735287,1962-04-22,8000000,123.0,Released,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,The Man Who Shot Liberty Valance,7.4,265
28000000,562,en,66.169628,1988-07-15,140767956,131.0,Released,40 Stories. Twelve Terrorists. One Cop.,Die Hard,7.5,3948
93000000,331,en,1.859364,2001-07-18,368780809,92.0,Released,"This time, it's not just a walk in the park!",Jurassic Park III,5.7,2077
20000000,9895,en,11.203335,2006-10-09,41237648,115.0,Released,Elections are made to be broken.,Man of the Year,5.8,129
84000000,12107,en,17.783361,2000-07-27,123307945,106.0,Released,The Klumps are back!,Nutty Professor II: The Klumps,4.7,332
0,10914,en,0.137535,2007-09-11,0,89.0,Released,,All Hat,1.0,1
24000000,20761,en,5.566203,1999-12-25,8434146,124.0,Released,,Play It to the Bone,5.7,53
40000000,8007,en,24.012986,2001-11-17,91753202,106.0,Released,His only weapon is his will to survive.,Behind Enemy Lines,6.0,457
125000000,98566,en,143.350376,2014-08-07,477200000,101.0,Released,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,2636
0,27451,en,5.336243,2001-01-01,0,99.0,Released,"Passion, Seduction, Deception.",Harvard Man,4.8,15
260000000,38757,en,48.681969,2010-11-24,591794936,100.0,Released,They're taking adventure to new lengths.,Tangled,7.4,3330
18000000,2280,en,20.716023,1988-06-03,151668774,104.0,Released,You're Only Young Once But For Josh It Might Just Last A Lifetime.,Big,6.9,993
0,24663,en,1.388136,2009-02-07,0,90.0,Released,They've got a long way to go,The Open Road,4.8,19
10200000,1691,en,20.745052,2007-06-08,35619521,93.0,Released,Americans...they have no imagination.,Hostel: Part II,5.6,453
110000000,1250,en,46.834704,2007-02-16,228738393,114.0,Released,Hell Is About To Be Unleashed,Ghost Rider,5.2,1712
130000000,6972,en,28.840997,2008-11-18,49554002,165.0,Released,Welcome to Australia!,Australia,6.3,694
55000000,34314,en,4.700024,1997-01-09,11466088,100.0,Released,"If you weren't afraid of flying before, you will be now.",Turbulence,5.2,62
75000000,2253,en,38.832842,2008-12-25,200276000,121.0,Released,Many saw evil. They dared to stop it.,Valkyrie,6.7,1173
0,42057,en,1.259968,2010-05-07,0,99.0,Released,Finding the right man can be murder,It's a Wonderful Afterlife,4.3,9
12000000,8386,en,11.510281,2001-12-21,31155435,93.0,Released,They've got their degrees all rolled up.,How High,6.3,218
38000000,11306,en,3.426555,1996-09-27,17380126,118.0,Released,Not all surgery is intended to cure.,Extreme Measures,5.7,80
0,46415,en,0.285131,2005-12-09,0,122.0,Released,Nice is out...Naughty is in,Neal 'n' Nikki,2.3,4
6000000,67913,en,19.411141,2011-07-07,19560274,96.0,Released,The FBI are about to discover that things work a little differently around here.,The Guard,6.8,372
15000000,18681,en,4.302941,1999-09-04,0,109.0,Released,Obsession is in the eye of the beholder.,Eye of the Beholder,5.3,42
65000000,11001,en,16.865782,1999-09-17,117758500,93.0,Released,He's A Cop That's Not.,Blue Streak,6.1,352
3500000,46146,nb,12.982319,2010-10-29,4159678,103.0,Released,You believe it when you see it!,Troll Hunter,6.7,583
0,227975,pt,2.611364,2014-05-01,0,106.0,Released,A hero split in half.,Futuro Beach,6.4,31
25000000,24264,en,4.020194,1984-08-17,5778353,117.0,Released,,Sheena,5.0,22
48000000,4547,en,53.043124,2002-03-29,196397415,111.0,Released,,Panic Room,6.5,1267
120000000,40805,en,31.703608,2011-01-12,227817248,119.0,Released,Breaking the Law to Protect It.,The Green Hornet,5.5,1251
0,290370,en,1.893697,2014-09-27,1500000,85.0,Released,,Mutant World,2.6,9
50000000,216282,en,20.566554,2014-08-06,160602194,89.0,Released,Prepare to go,Into the Storm,5.8,817
6500000,250546,en,60.225219,2014-10-02,255273813,99.0,Released,"Before the Conjuring, there was Annabelle.",Annabelle,5.6,1517
20000000,328387,en,62.933899,2016-07-27,83707310,96.0,Released,Are you a watcher or a player?,Nerve,7.1,2181
32000000,31867,en,25.799697,2010-03-18,18409891,111.0,Released,"For a price, any organ in your body can be replaced. But it can also be repossessed.",Repo Men,6.2,620
100000000,37710,en,41.426678,2010-12-08,278731369,103.0,Released,It all started when he met a woman,The Tourist,6.0,1699
0,79940,en,1.75311,2012-03-02,0,94.0,Released,,Tim and Eric's Billion Dollar Movie,5.2,34
0,36549,en,0.145014,2008-01-01,0,89.0,Released,,Yesterday Was a Lie,6.0,4
0,175555,en,5.377155,2013-12-13,0,100.0,Released,This Little Fool Thinks She's Getting A Damn Pony,A Madea Christmas,7.0,35
150000000,956,en,63.079003,2006-05-03,397850012,126.0,Released,The Mission Begins 05:05:06.,Mission: Impossible III,6.5,2028
17000000,79694,en,6.385234,2012-08-23,9627492,82.0,Released,Once You Believe You Die,The Apparition,4.5,140
0,35199,en,0.906096,2006-06-26,0,94.0,Released,,Wordplay,7.3,10
0,20,en,7.958831,2003-03-07,9726954,106.0,Released,,My Life Without Me,7.2,77
0,1282,en,3.291609,2001-01-18,0,91.0,Released,,Dogtown and Z-Boys,7.2,52
0,42109,pt,0.557602,1983-03-24,0,99.0,Released,,Gabriela,6.0,2
3800000,5178,en,2.201678,2009-09-11,0,95.0,Released,Everyone needs a refuge from the world.,The Good Heart,6.0,21
57000000,21355,en,7.524671,2000-12-11,0,117.0,Released,Some passions can never be tamed.,All the Pretty Horses,5.8,60
9000000,9685,en,2.062087,2002-09-13,4777465,97.0,Released,Insanity is relative.,Igby Goes Down,6.5,95
165000000,10192,en,44.041186,2010-05-16,752600867,93.0,Released,It ain't Ogre... Til it's Ogre,Shrek Forever After,6.0,1959
0,146882,fr,0.007254,2011-04-11,0,78.0,Released,,Elza,0.0,0
0,29015,en,9.055447,2000-09-22,0,82.0,Released,,The Specials,5.5,11
8250000,11620,en,7.973109,1951-11-08,30000000,171.0,Released,THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,Quo Vadis,7.0,63
19000000,1417,es,90.809408,2006-05-27,83258226,118.0,Released,What happens when make-believe believes it's real?,Pan's Labyrinth,7.6,3041
0,100275,en,0.143784,2012-04-22,1632,79.0,Released,Part muse. Part sleepwalking cannibal.,Eddie: The Sleepwalking Cannibal,6.1,30
2500000,24748,en,6.82919,1963-05-29,10000000,112.0,Released,The man with the barbed-wire soul.,Hud,7.5,66
15000000,11683,en,15.262492,2005-06-24,46770602,93.0,Released,The dead shall inherit the Earth.,Land of the Dead,6.0,381
25000000,111,en,70.105981,1983-12-08,65884703,170.0,Released,The world is yours...,Scarface,8.0,2948
43000000,9947,en,28.613892,2005-01-13,56681566,97.0,Released,Looks can kill,Elektra,4.8,575
30000000,9989,en,8.359599,2001-01-12,18195610,108.0,Released,Truth can be dangerous...Trust can be deadly.,Antitrust,5.8,153
30000000,243,en,23.982956,2000-03-17,47126295,113.0,Released,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,7.0,628
8500000,1547,en,24.750909,1987-07-31,32222567,97.0,Released,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,The Lost Boys,6.8,538
930000,91070,en,5.974156,2011-06-18,30905,100.0,Released,A comedy that's a real mother.,L!fe Happens,5.3,66
65000000,9021,en,14.646884,2002-10-31,172855065,104.0,Released,What's Christmas Fun without some Reindeer Games?,The Santa Clause 2,5.5,297
14000000,18808,en,3.419685,2002-01-01,0,97.0,Released,It started as a desperate escape and became the wildest ride of their lives,Highway,5.6,37
28000000,65055,en,8.363702,2011-09-02,10126458,91.0,Released,Terror runs deep.,Shark Night,4.9,132
0,346081,en,0.296981,2015-06-26,0,0.0,Released,,Sardaarji,9.5,2
80000000,954,en,75.290998,1996-05-22,457696359,110.0,Released,Expect the Impossible.,Mission: Impossible,6.7,2631
1644736,34106,en,3.426314,1938-08-23,7433101,126.0,Released,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,You Can't Take It With You,7.2,79
21000000,2001,en,14.518708,2007-05-25,54926886,117.0,Released,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,We Own the Night,6.5,323
30000000,16871,en,45.083509,2009-03-15,90810892,99.0,Released,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",Drag Me to Hell,6.2,966
1800000,702,en,14.884756,1951-09-18,8000000,125.0,Released,"...Blanche, who wanted so much to stay a lady...",A Streetcar Named Desire,7.6,281
36000000,227735,en,6.967857,2014-09-12,52424533,107.0,Released,WINTER's amazing true story... now has HOPE.,Dolphin Tale 2,6.7,96
